Id,Start time,Completion time,Email,Name,"Duke klikuar me poshte, konfirmoj qe kam lexuar informacionin me siper dhe jap pelqimin tim per pjesemarrje ne kete studim.
",Gjinia juaj,Mosha juaj,Niveli me i larte i arsimit qe keni perfunduar,Statusi juaj aktual i punesimit,Ne cfare fushe punoni apo keni studiuar?,"Ku jetoni aktualisht?
",Cila eshte banka juaj kryesore? (ajo qe perdorni me shume),Sa kohe keni qe jeni klient/e e kesaj banke?,Cilat sherbime bankare digjitale perdorni aktualisht?,Sa shpesh i perdorni sherbimet bankare digjitale?,Sa te kenaqur jeni me sherbimet digjitale te bankes suaj?,A keni ndervepruar ndonjehere me nje chatbot (asistent virtual) ne faqen ose aplikacionin e bankes suaj?,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Kam njohuri te mjaftueshme mbi inteligjencen artificiale dhe mundesite e saj,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Besoj se IA mund te permiresoje cilesine e sherbimeve bankare,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Do te ndihesha rehat nese nje sistem IA do te vleresonte kerkesen time per kredi,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Do te preferoja te nderveproja me nje chatbot IA per pyetje te thjeshta bankare,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Jam i/e shqetesuar per privatesine e te dhenave te mia nese banka perdor IA,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Mendoj se IA do te zevendesoje shume nga punet aktuale ne banka,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Jam i gatshem te perdor nje aplikacion bankar me rekomandime te personalizuara nga IA,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Besimi im ne bankat shqiptare do te rritej nese IA do te zbulonte mashtrimet ne llogarite e mia me shpejt,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te pranoja keshillim financiar te gjeneruar nga IA nese do te ishte falas,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Transparenca mbi menyren se si IA merr vendime eshte e rendesishme per mua,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te preferoja nje banke qe perdor IA per sherbime me te shpejta ndaj nje banke qe nuk e perdor,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te ndihesha me i/e sigurt nese nje punonjes njerezor do te verifikonte vendimet e IA,"Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Ne pergjithesi, jam gati te provoj sherbime bankare qe perdorin inteligjencen artificiale",Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Jam i gatshem te perdor nje aplikacion bankar me rekomandime te personalizuara nga IA1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Besimi im ne bankat shqiptare do te rritej nese IA do te zbulonte mashtrimet ne llogarite e mia me shpejt1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te pranoja keshillim financiar te gjeneruar nga IA nese do te ishte falas1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Transparenca mbi menyren se si IA merr vendime eshte e rendesishme per mua1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te preferoja nje banke qe perdor IA per sherbime me te shpejta ndaj nje banke qe nuk e perdor1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te ndihesha me i/e sigurt nese nje punonjes njerezor do te verifikonte vendimet e IA1,"Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Ne pergjithesi, jam gati te provoj sherbime bankare qe perdorin inteligjencen artificiale1",Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Mungesa e njohurive te mia mbi IA me pengon te perdor sherbime te tilla,Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Kam frike se te dhenat e mia personale mund te keqperdoren nese banka perdor IA,"Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Preferoj te flas me nje njeri, jo me nje robot, kur kam ceshtje bankare",Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Nuk besoj se IA mund te marre vendime te sakta financiare,Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Kostot e mundshme shtese per sherbimet me IA me shqetesojne,A keni ndonje koment ose sugjerim shtese mbi perdorimin e inteligjences artificiale ne sherbimet bankare ne Shqiperi?
21,46173.37708333333,46173.37813657407,anonymous,,"Po, jap pelqimin tim",Mashkull,18-25,Master,I/e papune,Administrate publike,Tirane,Tirana Bank,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,2,Po,Neutral,Neutral,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Neutral,Neutral,Neutral,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Neutral,Neutral,Neutral,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem,Pajtohem plotesisht,Neutral,Neutral,Pajtohem plotesisht,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
22,46173.38055555556,46173.38282407408,anonymous,,"Po, jap pelqimin tim",Femer,55+,Arsim baze (9-vjecar),I/e dale ne pension,Ndertim / Inxhinieri,Korce,BKT (Banka Kombetare Tregtare),1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon);,Disa here ne jave,4,Jo,Neutral,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Neutral,Neutral,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Neutral,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
23,46173.38263888889,46173.38484953704,anonymous,,"Po, jap pelqimin tim",Mashkull,46-55,Master,I/e punesuar,Finance / Banke / Sigurime,Qytet tjeter,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,4,Po,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Neutral,Nuk pajtohem,Neutral,Nuk pajtohem,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
24,46173.38611111111,46173.38730324074,anonymous,,"Po, jap pelqimin tim",Mashkull,18-25,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Zone rurale,OTP Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Disa here ne jave,5,Nuk jam i/e sigurt,Neutral,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Nuk pajtohem,Pajtohem,Neutral,Pajtohem,Neutral,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
25,46173.3875,46173.38929398148,anonymous,,"Po, jap pelqimin tim",Mashkull,46-55,Arsim baze (9-vjecar),I/e punesuar,Tregti / Sherbime,Durres,Intesa Sanpaolo Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,4,Nuk jam i/e sigurt,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Neutral,Neutral,Pajtohem,"Potenciali eshte i madh, por bankat duhet te forcojne qeverisjen e te dhenave dhe kontrollin rregullator."
26,46173.38888888889,46173.39103009259,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Bujqesi,Elbasan,Other,Mbi 5 vjet,"Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne muaj,3,Po,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem aspak,Neutral,Neutral,Nuk pajtohem,Pajtohem,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem aspak,Neutral,Neutral,Nuk pajtohem,Pajtohem,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem aspak,Neutral,Neutral,Neutral,Pajtohem plotesisht,Neutral,Nuk pajtohem,Pajtohem,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
27,46173.38958333333,46173.393217592595,anonymous,,"Po, jap pelqimin tim",Mashkull,46-55,Arsim i mesem (gjimnaz/profesional),I/e vetepunesuar,Ndertim / Inxhinieri,Durres,Other,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;,Nje here ne jave,4,Nuk jam i/e sigurt,Neutral,Pajtohem plotesisht,Neutral,Neutral,Nuk pajtohem aspak,Pajtohem,Neutral,Pajtohem,Neutral,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Neutral,Neutral,Pajtohem,Neutral,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Neutral,Pajtohem,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
28,46173.393055555556,46173.39739583333,anonymous,,"Po, jap pelqimin tim",Mashkull,26-35,Bachelor,I/e punesuar,Shendetesi / Mjekesi,Shkoder,Credins Bank,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,4,Jo,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem,Nuk pajtohem aspak,Neutral,Neutral,Pajtohem,Neutral,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
29,46173.39444444444,46173.39582175926,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Vlore,BKT (Banka Kombetare Tregtare),1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Nje here ne jave,4,Po,Pajtohem,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Nuk pajtohem,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
30,46173.396527777775,46173.40081018519,anonymous,,"Po, jap pelqimin tim",Mashkull,36-45,Bachelor,I/e vetepunesuar,Arsim,Durres,Credins Bank,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;,Cdo dite,4,Po,Pajtohem,Nuk pajtohem,Nuk pajtohem,Neutral,Nuk pajtohem,Neutral,Pajtohem plotesisht,Neutral,Pajtohem,Neutral,Pajtohem,Neutral,Nuk pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Neutral,Pajtohem,Neutral,Nuk pajtohem,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem aspak,Nuk pajtohem,Pajtohem,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
31,46173.39861111111,46173.40079861111,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Zone rurale,OTP Bank,Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Cdo dite,4,Po,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Nuk pajtohem aspak,Nuk pajtohem,Pajtohem,Pajtohem,Pajtohem,Pajtohem,Neutral,Nuk pajtohem,Neutral,Pajtohem,Pajtohem,Pajtohem,Pajtohem,Neutral,Nuk pajtohem,Neutral,Neutral,Pajtohem plotesisht,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
32,46173.40138888889,46173.40289351852,anonymous,,"Po, jap pelqimin tim",Preferoj te mos pergjigjem,18-25,Bachelor,I/e punesuar,Finance / Banke / Sigurime,Vlore,Raiffeisen Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Nje here ne jave,2,Nuk jam i/e sigurt,Neutral,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
33,46173.402083333334,46173.40380787037,anonymous,,"Po, jap pelqimin tim",Mashkull,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Bujqesi,Tirane,OTP Bank,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Disa here ne jave,3,Po,Neutral,Pajtohem,Neutral,Pajtohem,Nuk pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Nuk pajtohem aspak,Neutral,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
34,46173.40625,46173.407326388886,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Master,I/e papune,Arsim,Vlore,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,4,Po,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem,Pajtohem,Neutral,Nuk pajtohem aspak,Nuk pajtohem,Pajtohem,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
35,46173.40625,46173.41097222222,anonymous,,"Po, jap pelqimin tim",Femer,46-55,Arsim baze (9-vjecar),I/e punesuar,Bujqesi,Zone rurale,BKT (Banka Kombetare Tregtare),1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;,Disa here ne jave,3,Jo,Neutral,Neutral,Nuk pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Neutral,Neutral,Neutral,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Neutral,Neutral,Nuk pajtohem,Neutral,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem,Pajtohem,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
36,46173.410416666666,46173.413935185185,anonymous,,"Po, jap pelqimin tim",Mashkull,55+,Arsim i mesem (gjimnaz/profesional),I/e vetepunesuar,Tregti / Sherbime,Durres,Raiffeisen Bank,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);,Cdo dite,3,Jo,Pajtohem,Pajtohem,Neutral,Neutral,Pajtohem,Pajtohem,Nuk pajtohem,Pajtohem,Nuk pajtohem aspak,Pajtohem,Pajtohem,Pajtohem,Nuk pajtohem,Nuk pajtohem,Pajtohem,Nuk pajtohem aspak,Pajtohem,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Nuk pajtohem,Pajtohem,Pajtohem,Pajtohem,Pajtohem,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
37,46173.4125,46173.415451388886,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Ndertim / Inxhinieri,Tirane,Credins Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Nje here ne jave,4,Po,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
38,46173.41527777778,46173.416597222225,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Master,I/e punesuar,Shendetesi / Mjekesi,Qytet tjeter,Raiffeisen Bank,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Nje here ne jave,4,Nuk jam i/e sigurt,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Nuk pajtohem,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Nuk pajtohem,Pajtohem,Pajtohem,Neutral,Nuk pajtohem,Pajtohem,Neutral,Nuk pajtohem,Neutral,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
39,46173.415972222225,46173.42068287037,anonymous,,"Po, jap pelqimin tim",Femer,46-55,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Vlore,Credins Bank,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Cdo dite,4,Nuk jam i/e sigurt,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Neutral,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Nuk pajtohem aspak,Neutral,Nuk pajtohem aspak,Neutral,Nuk pajtohem,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
40,46173.41736111111,46173.420011574075,anonymous,,"Po, jap pelqimin tim",Preferoj te mos pergjigjem,18-25,Bachelor,I/e punesuar,Tregti / Sherbime,Tirane,Credins Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Cdo dite,3,Nuk jam i/e sigurt,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Neutral,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,Neutral,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,Neutral,Nuk pajtohem,Neutral,Pajtohem,Neutral,Neutral,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
41,46173.41875,46173.4219212963,anonymous,,"Po, jap pelqimin tim",Mashkull,46-55,Arsim baze (9-vjecar),I/e punesuar,Tregti / Sherbime,Tirane,Other,Mbi 5 vjet,"Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Nje here ne jave,4,Po,Pajtohem,Nuk pajtohem,Neutral,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Neutral,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
42,46173.42222222222,46173.424791666665,anonymous,,"Po, jap pelqimin tim",Mashkull,46-55,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Ndertim / Inxhinieri,Durres,Raiffeisen Bank,1-3 vjet,Nuk perdor asnje sherbim digjital bankar;,Rralle ose kurre,3,Jo,Pajtohem,Neutral,Pajtohem,Pajtohem,Neutral,Pajtohem,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem,Neutral,Neutral,Pajtohem,Neutral,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem,Neutral,Neutral,Pajtohem,Neutral,Neutral,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
43,46173.42361111111,46173.42486111111,anonymous,,"Po, jap pelqimin tim",Mashkull,26-35,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Administrate publike,Vlore,OTP Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Cdo dite,5,Jo,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem,Pajtohem,Neutral,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
44,46173.42569444444,46173.4266087963,anonymous,,"Po, jap pelqimin tim",Mashkull,18-25,Master,I/e punesuar,Teknologji / IT,Tirane,Raiffeisen Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Disa here ne jave,4,Jo,Neutral,Pajtohem,Pajtohem,Neutral,Neutral,Pajtohem plotesisht,Neutral,Pajtohem,Neutral,Neutral,Neutral,Pajtohem plotesisht,Neutral,Neutral,Pajtohem,Neutral,Neutral,Neutral,Pajtohem plotesisht,Neutral,Neutral,Neutral,Pajtohem,Neutral,Nuk pajtohem,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
45,46173.42916666667,46173.4315162037,anonymous,,"Po, jap pelqimin tim",Mashkull,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Bujqesi,Qytet tjeter,Credins Bank,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Nje here ne jave,5,Po,Pajtohem,Neutral,Neutral,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Neutral,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Neutral,Pajtohem,Nuk pajtohem,Neutral,Neutral,Pajtohem,Pajtohem,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
46,46173.42986111111,46173.433969907404,anonymous,,"Po, jap pelqimin tim",Mashkull,46-55,Bachelor,I/e papune,Ndertim / Inxhinieri,Shkoder,Credins Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon);,Rralle ose kurre,3,Jo,Neutral,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Nuk pajtohem aspak,Nuk pajtohem aspak,Neutral,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Neutral,Nuk pajtohem aspak,Nuk pajtohem aspak,Neutral,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
