id,synthetic,archetype,validation_confidence,archetype_distance,gender,age,education,employment,field,location,bank,tenure,digital_services,digital_frequency,digital_satisfaction,chatbot_interaction,perceived_usefulness,adoption_readiness,barriers,trust_privacy_barrier,governance_need,q14_1_ai_knowledge,q14_2_service_quality,q14_3_ai_credit_eval,q14_4_chatbot_preference,q14_5_privacy_concern,q14_6_job_replacement,q15_1_personalized_app,q15_2_fraud_detection_trust,q15_3_free_ai_advice,q15_4_transparency,q15_5_faster_ai_bank,q15_6_human_verification,q15_7_overall_readiness,q16_1_personalized_app,q16_2_fraud_detection_trust,q16_3_free_ai_advice,q16_4_transparency,q16_5_faster_ai_bank,q16_6_human_verification,q16_7_overall_readiness,q17_1_lack_knowledge,q17_2_data_misuse,q17_3_human_preference,q17_4_inaccurate_decisions,q17_5_extra_costs,comment
202,True,Cautious User,0.72,0.839,Mashkull,18-25,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Bujqesi,Vlore,Tirana Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit),Disa here ne jave,2,Po,3.0,4.5,3.5,4.333,3.75,4,4,2,4,5,3,4,3,5,3,4,4,5,4,3,4,3,5,4,5,3,4,2,4,3,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
203,True,Professional / Expert,0.791,0.627,Femer,36-45,Bachelor,I/e punesuar,Teknologji / IT,Qytet tjeter,Intesa Sanpaolo Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Nje here ne jave,5,Jo,4.0,4.75,3.167,4.0,4.0,4,3,4,5,4,3,5,5,5,4,4,4,5,5,5,5,4,4,4,5,1,4,3,4,3,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
204,True,Cautious User,0.894,0.318,Mashkull,26-35,Bachelor,I/e punesuar,Tregti / Sherbime,Tirane,Intesa Sanpaolo Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit),Nje here ne jave,3,Po,4.0,3.25,3.5,4.0,4.5,3,3,4,4,4,5,5,5,3,5,2,5,3,5,5,3,5,2,5,3,2,3,2,5,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
205,True,Traditionalist,0.834,0.497,Femer,55+,Arsim baze (9-vjecar),I/e punesuar,Administrate publike,Elbasan,Raiffeisen Bank,1-3 vjet,Internet banking (permes kompjuterit/browserit),Disa here ne muaj,4,Jo,3.0,1.5,3.667,3.667,4.0,2,4,2,1,4,5,2,3,2,4,1,5,1,2,3,3,4,1,5,1,2,4,5,3,4,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
206,True,Cautious User,0.797,0.609,Mashkull,46-55,Arsim baze (9-vjecar),I/e papune,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit),Nje here ne jave,3,Po,2.667,3.25,4.5,5.0,4.5,3,3,3,3,5,5,3,2,5,4,3,4,2,3,2,5,4,2,4,2,3,5,4,5,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
207,True,Professional / Expert,0.763,0.712,Mashkull,18-25,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Durres,Tirana Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,4,Po,4.333,3.75,2.833,3.0,3.75,4,4,4,3,4,3,5,5,2,5,4,5,4,5,5,2,5,4,5,5,1,3,4,2,3,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
208,True,Early Adopter,0.826,0.523,Femer,26-35,Bachelor,Student/e,Teknologji / IT,Vlore,Intesa Sanpaolo Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit),Cdo dite,5,Po,4.333,4.75,3.5,4.0,4.0,5,4,4,5,4,4,5,5,5,3,5,5,4,5,5,5,3,4,5,4,2,4,3,4,4,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
209,True,Professional / Expert,0.802,0.593,Femer,18-25,Bachelor,I/e vetepunesuar,Arsim,Tirane,Credins Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,3,Po,4.667,3.25,4.0,4.667,4.75,3,4,5,5,5,4,3,5,3,5,3,5,4,3,5,3,5,3,5,5,1,5,5,4,4,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
210,True,Traditionalist,0.878,0.366,Mashkull,46-55,Arsim baze (9-vjecar),I/e dale ne pension,Tregti / Sherbime,Tirane,Raiffeisen Bank,Me pak se 1 vit,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,2,Po,2.667,2.5,4.167,4.0,3.5,1,3,2,2,5,4,3,3,4,4,1,3,2,3,3,4,4,1,3,2,5,3,4,4,4,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
211,True,Cautious User,0.861,0.417,Femer,36-45,Master,I/e papune,Shendetesi / Mjekesi,Durres,OTP Bank,Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,2,Po,3.333,2.75,4.667,4.667,4.5,3,3,4,4,5,5,3,3,2,5,3,4,3,3,2,3,5,3,4,3,4,4,5,5,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
212,True,Cautious User,0.83,0.511,Femer,55+,Arsim baze (9-vjecar),I/e punesuar,Ndertim / Inxhinieri,Shkoder,OTP Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,4,Jo,4.667,3.25,3.667,4.667,5.0,4,4,5,4,4,3,2,5,4,5,4,5,3,2,5,4,5,4,5,3,3,5,2,5,3,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
213,True,Traditionalist,0.8,0.599,Mashkull,18-25,Bachelor,I/e papune,Teknologji / IT,Qytet tjeter,Tirana Bank,1-3 vjet,Internet banking (permes kompjuterit/browserit),Disa here ne muaj,2,Jo,2.667,3.0,4.167,5.0,4.0,2,3,3,2,5,4,3,2,3,2,3,4,3,3,2,3,3,3,4,3,3,5,3,5,4,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
214,True,Traditionalist,0.885,0.345,Mashkull,46-55,Arsim baze (9-vjecar),Student/e,Administrate publike,Tirane,BKT (Banka Kombetare Tregtare),3-5 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,4,Po,2.667,1.75,4.167,4.333,4.5,4,2,3,2,4,4,2,3,1,4,2,5,2,3,3,1,4,2,5,2,4,5,4,4,4,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
215,True,Professional / Expert,0.898,0.306,Mashkull,18-25,Master,I/e vetepunesuar,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Disa here ne jave,3,Jo,4.333,3.75,4.0,4.333,4.75,5,5,5,5,4,4,3,3,5,5,4,5,3,3,3,5,5,4,5,3,2,4,4,5,5,"Potenciali eshte i madh, por bankat duhet te forcojne qeverisjen e te dhenave dhe kontrollin rregullator."
216,True,Cautious User,0.687,0.94,Femer,46-55,Bachelor,I/e punesuar,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne muaj,3,Jo,2.333,2.25,4.5,5.0,5.0,1,1,2,1,5,5,2,4,2,5,3,5,2,3,4,2,5,3,5,2,3,5,4,5,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
217,True,Cautious User,0.841,0.476,Mashkull,26-35,Arsim i mesem (gjimnaz/profesional),I/e papune,Ndertim / Inxhinieri,Qytet tjeter,BKT (Banka Kombetare Tregtare),3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,3,Jo,3.333,2.75,4.0,4.667,4.25,2,4,2,5,5,4,2,4,3,5,2,3,4,2,4,3,4,2,3,4,2,4,4,5,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
218,True,Cautious User,0.808,0.577,Mashkull,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Bujqesi,Durres,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon),Disa here ne jave,3,Po,2.667,3.0,4.167,4.333,4.5,2,2,2,5,5,5,4,4,2,5,3,5,3,4,4,3,5,3,5,3,2,3,5,5,5,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
219,True,Traditionalist,0.789,0.634,Femer,55+,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Tirane,Raiffeisen Bank,3-5 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,4,Jo,3.333,3.25,4.333,4.333,4.5,3,3,3,4,5,5,4,4,4,5,2,5,3,4,4,3,5,2,5,3,4,4,4,4,5,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
220,True,Cautious User,0.776,0.671,Mashkull,18-25,Bachelor,I/e punesuar,Arsim,Shkoder,Intesa Sanpaolo Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Disa here ne jave,4,Jo,3.333,2.25,4.333,5.0,5.0,2,3,3,2,5,3,2,4,3,5,1,5,3,2,4,3,5,1,5,3,3,5,3,5,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
221,True,Cautious User,0.734,0.798,Femer,18-25,Master,I/e vetepunesuar,Arsim,Tirane,Other,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Disa here ne jave,5,Jo,5.0,4.25,3.833,4.667,4.5,2,5,5,3,5,4,4,5,5,5,4,4,4,4,5,5,5,3,4,4,2,4,3,5,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
222,True,Traditionalist,0.716,0.851,Mashkull,46-55,Arsim baze (9-vjecar),I/e punesuar,Administrate publike,Shkoder,Credins Bank,Mbi 5 vjet,Karta debiti/krediti per pagesa online,Disa here ne muaj,2,Po,3.0,3.75,3.667,3.667,3.5,2,3,2,3,5,3,3,4,5,4,4,4,3,4,3,5,4,4,4,3,4,3,4,3,3,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
223,True,Cautious User,0.903,0.291,Femer,26-35,Bachelor,I/e vetepunesuar,Ndertim / Inxhinieri,Vlore,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon),Nje here ne jave,4,Po,3.667,3.25,4.333,4.333,4.25,5,5,3,4,5,5,3,3,3,5,3,4,4,3,3,4,5,2,4,4,4,3,4,5,5,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
224,True,Professional / Expert,0.732,0.804,Femer,46-55,Bachelor,I/e punesuar,Finance / Banke / Sigurime,Zone rurale,Raiffeisen Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,4,Po,3.333,4.0,4.333,5.0,5.0,5,3,3,4,5,4,4,4,4,5,4,5,4,4,5,4,5,5,5,4,1,5,5,5,5,"Potenciali eshte i madh, por bankat duhet te forcojne qeverisjen e te dhenave dhe kontrollin rregullator."
225,True,Traditionalist,0.733,0.801,Mashkull,26-35,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Administrate publike,Qytet tjeter,Intesa Sanpaolo Bank,1-3 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,3,Jo,2.0,2.75,3.833,3.0,3.25,3,3,1,2,3,5,2,2,1,4,4,3,4,2,2,1,4,4,3,4,4,3,5,3,5,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
226,True,Traditionalist,0.603,1.19,Femer,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Bujqesi,Vlore,Other,3-5 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,3,Po,4.333,3.75,3.333,3.333,4.0,3,4,4,4,3,3,4,5,3,4,5,5,3,4,5,3,4,5,4,3,2,4,4,3,4,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
227,True,Traditionalist,0.74,0.78,Femer,26-35,Arsim baze (9-vjecar),Student/e,Bujqesi,Korce,Tirana Bank,1-3 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,2,Jo,1.333,1.5,3.833,3.667,4.0,2,2,1,3,4,5,1,1,2,4,1,5,2,1,1,2,4,1,5,2,3,3,5,4,4,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
228,True,Professional / Expert,0.802,0.593,Mashkull,26-35,Bachelor,I/e punesuar,Finance / Banke / Sigurime,Durres,Intesa Sanpaolo Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Disa here ne jave,4,Nuk jam i/e sigurt,4.667,4.75,3.667,4.667,4.75,4,5,5,5,5,2,5,4,5,5,4,5,5,5,4,5,5,4,5,5,1,5,4,4,3,"Potenciali eshte i madh, por bankat duhet te forcojne qeverisjen e te dhenave dhe kontrollin rregullator."
229,True,Professional / Expert,0.774,0.679,Femer,26-35,Arsim i mesem (gjimnaz/profesional),Student/e,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Nje here ne jave,4,Jo,4.667,3.0,3.833,4.667,4.75,5,5,4,2,5,5,2,5,4,5,3,5,3,2,5,4,5,3,5,3,1,4,4,5,4,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
230,True,Cautious User,0.698,0.905,Mashkull,36-45,Master,I/e dale ne pension,Administrate publike,Korce,BKT (Banka Kombetare Tregtare),1-3 vjet,Internet banking (permes kompjuterit/browserit),Disa here ne jave,3,Jo,2.333,2.25,4.333,4.667,5.0,2,2,3,3,4,5,4,2,2,5,2,5,1,4,2,2,5,2,5,1,2,5,5,5,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
231,True,Cautious User,0.573,1.28,Femer,36-45,Arsim baze (9-vjecar),I/e punesuar,Ndertim / Inxhinieri,Tirane,Raiffeisen Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,3,Po,2.0,1.5,4.5,4.667,4.75,4,3,1,1,5,3,2,2,1,5,2,5,1,2,3,1,4,2,5,1,4,4,5,5,4,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
232,True,Cautious User,0.9,0.3,Femer,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Administrate publike,Tirane,Credins Bank,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon),Nje here ne jave,3,Po,3.667,3.5,4.0,4.667,4.25,3,3,4,5,5,5,3,4,4,4,3,4,4,3,4,3,4,3,4,4,2,4,4,5,4,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
233,True,Early Adopter,0.814,0.557,Mashkull,46-55,Arsim baze (9-vjecar),Student/e,Tregti / Sherbime,Tirane,Raiffeisen Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,4,Jo,5.0,3.75,2.667,3.333,3.5,4,5,5,5,4,3,3,5,4,3,3,5,5,3,5,3,3,3,5,4,3,2,1,4,2,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
234,True,Cautious User,0.795,0.616,Femer,26-35,Bachelor,I/e punesuar,Administrate publike,Tirane,Other,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,5,Po,3.0,2.75,4.5,5.0,4.25,1,3,1,1,5,5,3,5,3,3,1,4,4,4,5,3,2,1,4,4,3,5,4,5,5,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
235,True,Traditionalist,0.707,0.879,Mashkull,36-45,Bachelor,I/e punesuar,Administrate publike,Elbasan,Intesa Sanpaolo Bank,1-3 vjet,Karta debiti/krediti per pagesa online,Nje here ne jave,2,Jo,1.333,1.25,3.833,4.333,4.75,1,2,1,2,4,4,1,1,2,5,1,5,1,1,1,2,4,1,5,1,3,4,4,5,3,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
236,True,Cautious User,0.891,0.327,Femer,36-45,Arsim baze (9-vjecar),I/e punesuar,Administrate publike,Vlore,Raiffeisen Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Nje here ne jave,4,Nuk jam i/e sigurt,4.0,3.25,3.5,4.333,4.25,5,4,4,4,4,4,3,4,3,5,3,3,4,3,4,3,5,3,3,3,1,5,3,4,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
237,True,Traditionalist,0.816,0.553,Femer,26-35,Bachelor,I/e dale ne pension,Ndertim / Inxhinieri,Elbasan,Credins Bank,Me pak se 1 vit,Karta debiti/krediti per pagesa online,Rralle ose kurre,2,Jo,1.667,2.25,3.667,3.667,3.75,2,2,1,2,4,4,2,2,3,4,1,4,3,2,2,3,4,1,4,3,4,3,3,4,4,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
238,True,Professional / Expert,0.731,0.808,Femer,36-45,Bachelor,I/e punesuar,Ndertim / Inxhinieri,Durres,Raiffeisen Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,4,Po,3.333,4.75,4.333,4.667,4.5,5,5,3,4,5,3,4,2,5,5,5,4,5,4,2,5,5,5,4,5,3,5,4,4,5,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
239,True,Cautious User,0.747,0.76,Mashkull,26-35,Master,I/e punesuar,Arsim,Tirane,Other,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Cdo dite,4,Jo,4.333,4.75,3.333,4.667,5.0,2,3,5,5,4,2,5,5,4,5,5,5,5,5,5,4,5,5,5,5,1,5,2,5,3,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
240,True,Traditionalist,0.813,0.56,Femer,46-55,Arsim baze (9-vjecar),I/e papune,Administrate publike,Tirane,OTP Bank,1-3 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,3,Jo,3.333,2.25,3.5,3.333,3.75,1,4,4,2,3,3,3,2,2,4,2,4,2,3,2,3,4,2,4,1,5,4,4,3,2,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
241,True,Early Adopter,0.886,0.341,Mashkull,26-35,Bachelor,I/e punesuar,Finance / Banke / Sigurime,Shkoder,Other,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,5,Jo,4.0,4.5,2.833,3.0,3.75,4,4,4,5,3,4,5,4,3,4,5,5,5,5,4,3,4,5,5,5,3,4,3,2,2,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
242,True,Cautious User,0.795,0.616,Mashkull,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon),Nje here ne jave,4,Nuk jam i/e sigurt,4.0,2.25,4.167,4.333,4.5,4,4,4,3,5,5,1,4,1,5,4,5,3,1,4,1,5,4,5,3,3,5,4,3,5,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
243,True,Professional / Expert,0.707,0.878,Femer,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Zone rurale,Intesa Sanpaolo Bank,Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,3,Nuk jam i/e sigurt,4.333,2.5,3.167,3.667,4.0,5,5,3,4,5,4,2,5,2,5,4,5,2,2,5,2,5,4,5,2,2,4,2,2,4,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
244,True,Early Adopter,0.844,0.468,Femer,26-35,Bachelor,I/e punesuar,Tregti / Sherbime,Vlore,Raiffeisen Bank,Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,4,Jo,4.0,3.75,3.167,3.0,3.75,5,5,4,5,4,5,4,3,3,5,4,5,4,4,3,3,5,4,4,4,2,3,4,2,4,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
245,True,Traditionalist,0.851,0.448,Femer,26-35,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Administrate publike,Tirane,Raiffeisen Bank,1-3 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,4,Jo,2.333,1.5,4.0,4.0,4.5,3,2,3,3,3,3,2,2,1,4,2,5,1,2,1,1,4,2,4,1,4,4,4,5,4,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
246,True,Early Adopter,0.865,0.404,Mashkull,18-25,Bachelor,Student/e,Shendetesi / Mjekesi,Durres,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,5,Po,5.0,5.0,3.0,3.0,4.0,4,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,3,3,3,3,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
247,True,Early Adopter,0.882,0.353,Femer,26-35,Bachelor,I/e punesuar,Finance / Banke / Sigurime,Elbasan,OTP Bank,1-3 vjet,Internet banking (permes kompjuterit/browserit),Nje here ne jave,4,Jo,4.667,4.75,2.333,2.667,3.75,3,5,4,5,3,4,5,5,5,5,4,5,5,5,4,5,5,4,5,5,2,2,1,3,3,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
248,True,Traditionalist,0.45,1.65,Femer,18-25,Master,I/e punesuar,Finance / Banke / Sigurime,Durres,Intesa Sanpaolo Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne muaj,2,Jo,3.0,1.0,2.333,2.0,2.0,2,4,2,1,3,2,1,3,1,3,1,2,1,1,3,1,3,1,2,1,2,2,3,1,3,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
249,True,Early Adopter,0.708,0.876,Femer,26-35,Master,I/e papune,Tregti / Sherbime,Qytet tjeter,Credins Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,3,Nuk jam i/e sigurt,3.667,3.75,2.667,2.333,3.0,3,3,3,5,2,3,4,5,4,4,3,3,4,4,5,4,4,3,3,4,2,3,3,2,4,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
250,True,Cautious User,0.791,0.628,Mashkull,26-35,Bachelor,I/e punesuar,Tregti / Sherbime,Tirane,Raiffeisen Bank,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Disa here ne jave,4,Jo,2.667,3.0,3.833,4.667,4.25,3,5,1,2,5,3,4,2,3,4,3,4,2,4,2,3,4,3,4,2,2,4,3,5,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
251,True,Cautious User,0.77,0.689,Femer,26-35,Doktorature,I/e punesuar,Finance / Banke / Sigurime,Qytet tjeter,Tirana Bank,Mbi 5 vjet,"E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,3,Po,3.667,4.5,4.667,4.667,4.0,3,3,3,5,5,4,4,5,5,4,5,3,4,4,5,5,4,5,4,4,4,5,5,4,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
252,True,Early Adopter,0.821,0.537,Mashkull,55+,Bachelor,I/e punesuar,Arsim,Qytet tjeter,Credins Bank,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Disa here ne jave,4,Po,4.667,4.75,2.167,2.333,3.5,3,5,4,5,2,2,5,5,5,4,5,5,4,5,5,5,4,5,5,4,2,3,2,2,2,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
253,True,Cautious User,0.77,0.691,Femer,36-45,Arsim baze (9-vjecar),I/e punesuar,Tregti / Sherbime,Vlore,Credins Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,4,Po,2.333,3.25,4.167,4.333,4.75,1,2,2,3,4,4,3,3,3,5,3,5,4,3,3,3,5,3,5,4,3,5,4,4,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
